x_val,y_val,y_up_val,y_down_val,x_up_val,x_down_val
0.0,1.4083616813997283e-17,0.5,-0.5,0.0,0.0
0.010101010101010102,3.384783685378038e-07,0.500000337365308,-0.4999996604085709,0.010067647538512199,0.010134372663508005
0.020202020202020204,1.3420511782159421e-06,0.5000013377157,-0.4999986536133435,0.02013617585291685,0.020267864551123557
0.030303030303030304,2.9929249852089652e-06,0.5000029834293871,-0.4999969975794166,0.030205584943574563,0.030400475662486045
0.04040404040404041,5.27330634567734e-06,0.5000052568799261,-0.49999471026723474,0.040275874810782666,0.04053220599729815
0.05050505050505051,8.165401815781535e-06,0.5000081404362192,-0.4999918096325876,0.0503470454547796,0.05066305555532142
0.06060606060606061,1.1651417951682013e-05,0.500011616462514,-0.49998831362661067,0.06041909687574923,0.06079302433637199
0.07070707070707072,1.5713561309539244e-05,0.5000156673184033,-0.49998424019578425,0.07049202907382501,0.07092211234031642
0.08080808080808081,2.033403844551369e-05,0.5000202753588256,-0.49997960728193463,0.08056584204909399,0.08105031956706764
0.09090909090909091,2.549505591576582e-05,0.5000254229340648,-0.49997443282223325,0.0906405358016008,0.09117764601658103
0.10101010101010102,3.117882027645611e-05,0.5000310923897497,-0.49996873474919684,0.1007161103313514,0.10130409168885064
0.11111111111111112,3.736753808374501e-05,0.5000372660668552,-0.49996253099068766,0.11079256563831677,0.11142965658390547
0.12121212121212122,4.4043415893793e-05,0.500043926301701,-0.4999558394699134,0.12086990172243645,0.12155434070180599
0.13131313131313133,5.118866026276055e-05,0.5000510554259523,-0.49994867810542676,0.130948118583622,0.13167814404264067
0.14141414141414144,5.878547774680812e-05,0.5000586357666199,-0.49994106481112627,0.14102721622176026,0.1418010666065226
0.15151515151515152,6.681607490209615e-05,0.5000666496460597,-0.4999330174962555,0.15110719463671654,0.1519231083935865
0.16161616161616163,7.526265828478516e-05,0.5000750793819733,-0.49992455406540365,0.16118805382833779,0.16204426940398547
0.17171717171717174,8.410743445103558e-05,0.500083907287407,-0.499915692418505,0.17126979379645535,0.17216454963788813
0.18181818181818182,9.333260995700787e-05,0.5000931156707534,-0.49990645045083937,0.18135241454088788,0.18228394909547577
0.19191919191919193,0.00010292039135886255,0.5001026868357497,-0.4998968460530319,0.19143591606144408,0.19240246777693978
0.20202020202020204,0.00011285298521276003,0.5001126030814788,-0.4998868971110532,0.20152029835792512,0.20252010568247897
0.21212121212121213,0.00012311259807486078,0.500122846702369,-0.4998766215062192,0.2116055614301272,0.21263686281229705
0.22222222222222224,0.0001336814365013253,0.5001333999881937,-0.4998660371151911,0.22169170527784396,0.22275273916660052
0.23232323232323235,0.00014454170704831403,0.5001442452240724,-0.4998551618099758,0.23177872990086837,0.23286773474559633
0.24242424242424243,0.00015567561627198746,0.5001553646904692,-0.4998440134579252,0.2418666352989951,0.24298184954948976
0.25252525252525254,0.00016706537072850604,0.5001667406631939,-0.4998326099217369,0.25195542147202243,0.25309508357848265
0.26262626262626265,0.00017869317697403024,0.5001783554134016,-0.4998209690594535,0.2620450884197539,0.2632074368327714
0.27272727272727276,0.0001905412415647205,0.5001901912075931,-0.4998091087244637,0.2721356361420002,0.2733189093125453
0.2828282828282829,0.0002025917710567374,0.5002022303076143,-0.4997970467655009,0.28222706463858066,0.2834295010179851
0.29292929292929293,0.00021482697200624114,0.500214454970657,-0.49978480102664447,0.2923193739093248,0.2935392119492611
0.30303030303030304,0.00022722905096939257,0.5002268474492576,-0.49977238934731877,0.30241256395407357,0.3036480421065325
0.31313131313131315,0.0002397802145023518,0.5002393899912984,-0.4997598295622937,0.31250663477268065,0.31375599148994565
0.32323232323232326,0.00025246266916127957,0.5002520648400072,-0.49974713950168465,0.3226015863650134,0.3238630600996331
0.33333333333333337,0.00026525862150233613,0.5002648542339573,-0.49973433699095265,0.33269741873095404,0.3339692479357127
0.3434343434343435,0.0002781502780816822,0.5002777404070672,-0.4997214398509038,0.3427941318704003,0.34407455499828665
0.3535353535353536,0.00029111984545547793,0.5002907055886006,-0.49970846589768964,0.3528917257832663,0.3541789812874409
0.36363636363636365,0.0003041495301798839,0.5003037320031674,-0.49969543294280755,0.3629902004694829,0.3642825268032444
0.37373737373737376,0.0003172215388110608,0.500316801870722,-0.4996823587930999,0.3730895559289987,0.37438519154574884
0.38383838383838387,0.0003303180779051689,0.5003298974065652,-0.49966926125075484,0.3831897921617796,0.3844869755149881
0.393939393939394,0.0003434213540183686,0.5003430008213425,-0.4996561581133058,0.39329090916780995,0.394587878710978
0.4040404040404041,0.00035651357370682053,0.5003560943210452,-0.49964306717363155,0.4033929069470918,0.4046879011337164
0.4141414141414142,0.000369576943526685,0.5003691601070098,-0.49963000621995646,0.41349578549964544,0.41478704278318296
