x,y
-0.024999985471367836,-0.024999940767884254
0.025000015273690224,-0.024999940767884254
0.07500001601874828,-0.024999940767884254
0.12500001676380634,-0.024999940767884254
0.1750000175088644,-0.024999940767884254
0.22500001825392246,-0.024999940767884254
0.2750000189989805,-0.024999940767884254
0.3250000197440386,-0.024999940767884254
0.37500002048909664,-0.024999940767884254
0.4250000212341547,-0.024999940767884254
0.47500002197921276,-0.024999940767884254
0.5250000227242708,-0.024999940767884254
0.5750000234693289,-0.024999940767884254
0.6250000242143869,-0.024999940767884254
0.675000024959445,-0.024999940767884254
0.7250000257045031,-0.024999940767884254
0.7750000264495611,-0.024999940767884254
0.8250000271946192,-0.024999940767884254
0.8750000279396772,-0.024999940767884254
0.9250000286847353,-0.024999940767884254
0.9750000294297934,-0.024999940767884254
1.0250000301748514,-0.024999940767884254
1.0750000309199095,-0.024999940767884254
1.1250000316649675,-0.024999940767884254
1.1750000324100256,-0.024999940767884254
1.2250000331550837,-0.024999940767884254
1.2750000339001417,-0.024999940767884254
1.3250000346451998,-0.024999940767884254
1.3750000353902578,-0.024999940767884254
1.425000036135316,-0.024999940767884254
1.475000036880374,-0.024999940767884254
1.525000037625432,-0.024999940767884254
1.57500003837049,-0.024999940767884254
1.6250000391155481,-0.024999940767884254
1.6750000398606062,-0.024999940767884254
1.7250000406056643,-0.024999940767884254
1.7750000413507223,-0.024999940767884254
1.8250000420957804,-0.024999940767884254
1.8750000428408384,-0.024999940767884254
1.9250000435858965,-0.024999940767884254
1.9750000443309546,-0.024999940767884254
2.0250000450760126,-0.024999940767884254
2.0750000458210707,-0.024999940767884254
2.1250000465661287,-0.024999940767884254
2.175000047311187,-0.024999940767884254
2.225000048056245,-0.024999940767884254
2.275000048801303,-0.024999940767884254
2.325000049546361,-0.024999940767884254
2.375000050291419,-0.024999940767884254
2.425000051036477,-0.024999940767884254
2.475000051781535,-0.024999940767884254
2.525000052526593,-0.024999940767884254
2.5750000532716513,-0.024999940767884254
2.6250000540167093,-0.024999940767884254
2.6750000547617674,-0.024999940767884254
2.7250000555068254,-0.024999940767884254
2.7750000562518835,-0.024999940767884254
2.8250000569969416,-0.024999940767884254
2.8750000577419996,-0.024999940767884254
2.9250000584870577,-0.024999940767884254
2.9750000592321157,-0.024999940767884254
3.025000059977174,-0.024999940767884254
3.075000060722232,-0.024999940767884254
3.12500006146729,-0.024999940767884254
3.175000062212348,-0.024999940767884254
3.225000062957406,0.025000059977173805
3.275000063702464,0.07500006072223186
3.325000064447522,0.12500006146728992
3.3750000651925802,0.17500006221234798
